source,product_name,price,currency,rating,review_count,description,category,availability,product_url,image_url,scraped_at,price_raw,rating_raw
laptops,Dell Latitude 5480,1187.88,$,3,0,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/119,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.432274,$1187.88,3
laptops,Acer Predator Helios 300 (PH317-51),1187.98,$,3,0,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i7-7700HQ. 8GB, 128GB SSD +1TB, GeForce GTX 1050Ti 4GB, Linux + Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/120,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.433199,$1187.98,3
laptops,MSI GL62M 7REX,1199.0,$,1,0,"MSI GL62M 7REX, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 2GB, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/121,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.433867,$1199,1
laptops,MSI GL62M 7REX2,1199.0,$,2,0,"MSI GL62M 7REX2, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 2GB, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/122,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.434453,$1199,2
laptops,Lenovo Yoga 910 Grey,1199.73,$,3,0,"Lenovo Yoga 910 Grey, 13.9"" FHD Touch, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/123,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.435039,$1199.73,3
laptops,Toshiba Portege X30-D-10J BlackBlue,1203.41,$,4,0,"Toshiba Portege X30-D-10J Black/Blue, 13.3"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/124,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.435621,$1203.41,4
laptops,Lenovo IdeaPad Miix 510 Platinum Silver,1212.16,$,4,0,"Lenovo IdeaPad Miix 510 Platinum Silver, 12.2"" IPS Touch, Core i5-7200U, 8GB, 256GB SSD, 4G, Windows 10 Pro",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/125,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.436205,$1212.16,4
laptops,Acer Predator Helios 300 (PH317-51),1221.58,$,1,0,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 4GB, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/126,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.436790,$1221.58,1
laptops,ThinkPad Yoga,1223.99,$,3,0,"12.5"" Touch, Core i5 4200U, 8GB, 500GB + 16GB SSD Cache, Windows",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/43,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.437390,$1223.99,3
laptops,Asus VivoBook Pro 15 N580VN-FI006T Gold Metal,1235.49,$,2,0,"Asus VivoBook Pro 15 N580VN-FI006T Gold Metal, 15.6"" UHD, Core i7-7700HQ, 16GB, 1TB + 256GB SSD, GeForce MX150 2GB, Windows 10 Home, Eng kbd",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/127,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.437968,$1235.49,2
laptops,Dell Latitude 5480,1238.37,$,2,0,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/128,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.438545,$1238.37,2
laptops,Asus ZenBook UX530UX-FY040T Blue,1239.2,$,1,0,"Asus ZenBook UX530UX-FY040T Blue, 15.6"" FHD, Core i7-7500U, 8GB, 512GB SSD, GeForce GTX950M 2GB, Windows 10 Home, Eng kbd",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/129,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.439147,$1239.2,1
laptops,ThinkPad X230,1244.99,$,3,0,"12.5"", Core i5 2.6GHz, 8GB, 180GB SSD, Win7 Pro 64bit",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/41,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.439823,$1244.99,3
laptops,Asus ROG Strix GL753VE-GC096T,1259.0,$,4,0,"Asus ROG Strix GL753VE-GC096T, 17.3"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 4GB, Windows 10 Home, Eng kbd",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/130,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.440418,$1259,4
laptops,Apple MacBook Air 13,1260.13,$,4,0,"Apple MacBook Air 13"", i5 1.8GHz, 8GB, 256GB SSD, Intel HD 6000, ENG",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/131,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.441002,$1260.13,4
laptops,Dell Latitude 5480,1271.06,$,1,0,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 1TB, GeForce GT930MX, Windows 10 Pro",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/132,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.441583,$1271.06,1
laptops,Hewlett Packard Spectre 13-v106na Dark Ash Silver,1273.11,$,3,0,"Hewlett Packard Spectre 13-v106na Dark Ash Silver, 13.3"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/133,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.442178,$1273.11,3
laptops,Dell XPS 13,1281.99,$,3,0,"13.3"" Touch, Core i5-4210U, 8GB, 128GB SSD, Windows 8.1",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/40,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.442768,$1281.99,3
laptops,Toshiba Portege Z30-C-16K Grey,1294.74,$,1,0,"Toshiba Portege Z30-C-16K Grey, 13.3"" FHD, Core i5-6200U, 8GB, 256GB SSD, 4G, Windows 10 Pro",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/134,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.443361,$1294.74,1
laptops,MSI GL62VR 7RFX,1299.0,$,3,0,"MSI GL62VR 7RFX, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 256GB SSD, GeForce GTX 1060 3GB, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/135,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.444207,$1299,3
laptops,Dell Latitude 5480,1310.39,$,3,0,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/136,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.445255,$1310.39,3
laptops,ThinkPad X240,1311.99,$,3,0,"12.5"", Core i5-4300U, 8GB, 240GB SSD, Win7 Pro 64bit",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/35,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.446215,$1311.99,3
laptops,Hewlett Packard ProBook 640 G3,1326.83,$,1,0,"Hewlett Packard ProBook 640 G3, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/137,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.447218,$1326.83,1
laptops,Apple MacBook Pro 13 Space Gray,1333.0,$,1,0,"Apple MacBook Pro 13"" Space Gray, Core i5 2.3GHz, 8GB, 128GB SSD, Iris Plus 640, ENG",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/138,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.448412,$1333,1
laptops,Dell Latitude 5580,1337.28,$,1,0,"Dell Latitude 5580, 15.6"" FHD, Core i7-7600U, 8GB, 256GB SSD, GeForce GT930MX, Windows 10 Pro",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/139,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.449245,$1337.28,1
laptops,Dell Latitude 5480,1338.37,$,2,0,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux + Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/140,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.450040,$1338.37,2
laptops,Dell Latitude 5580,1341.22,$,3,0,"Dell Latitude 5580, 15.6"" FHD, Core i7-7600U, 16GB, 256GB SSD, GeForce GT930MX, Linux",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/141,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.450753,$1341.22,3
laptops,Apple MacBook Air 13,1347.78,$,2,0,"Apple MacBook Air 13"", Intel Core i5 1.8GHz, 8GB, 256GB SSD, Intel HD 6000, RUS",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/142,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.451344,$1347.78,2
laptops,Lenovo ThinkPad T470,1349.23,$,1,0,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/143,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.451922,$1349.23,1
laptops,Lenovo ThinkPad Yoga 370 Black,1362.24,$,2,0,"Lenovo ThinkPad Yoga 370 Black, 13.3"" FHD IPS Touch, Core i5-7200U, 8GB, 256GB SSD, 4G, Windows 10 Pro",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/144,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.452502,$1362.24,2
laptops,Toshiba Portege X20W-D-10V BlackBlue,1366.32,$,1,0,"Toshiba Portege X20W-D-10V Black/Blue, 12.5"" FHD Touch, Core i7-7500U, 8GB, 512GB SSD, Windows 10 Pro",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/145,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.453094,$1366.32,1
laptops,Asus ASUSPRO B9440UA-GV0279R Gray,1381.13,$,1,0,"Asus ASUSPRO B9440UA-GV0279R Gray, 14"" FHD, Core i7-7500U, 16GB, 512GB SSD, Windows 10 Pro, Eng kbd",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/146,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.453673,$1381.13,1
laptops,Lenovo Legion Y720,1399.0,$,3,0,"Lenovo Legion Y720, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 2TB HDD, GeForce GTX 1060 6GB, DOS, RGB backlit keyboard",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/56,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.454260,$1399,3
laptops,Asus ROG Strix GL702VM-GC146T,1399.0,$,3,0,"Asus ROG Strix GL702VM-GC146T, 17.3"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1060 3GB, Windows 10 Home, Eng kbd",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/147,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.454839,$1399,3
laptops,Asus ROG Strix GL702ZC-GC154T,1769.0,$,4,0,"Asus ROG Strix GL702ZC-GC154T, 17.3"" FHD, Ryzen 7 1700, 16GB, 256GB + 1TB HDD, Radeon RX 580 4GB, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/57,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.455546,$1769,4
laptops,Asus ROG Strix GL702ZC-GC209T,1769.0,$,1,0,"Asus ROG Strix GL702ZC-GC209T, 17.3"" FHD IPS, Ryzen 7 1700, 16GB, 256GB SSD + 1TB HDD, Radeon RX 580 4GB, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/58,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.456195,$1769,1
laptops,Asus ROG Strix SCAR Edition GL503VM-ED115T,1799.0,$,3,0,"Asus ROG Strix SCAR Edition GL503VM-ED115T, 15.6"" FHD 120Hz, Core i7-7700HQ, 16GB, 256GB SSD + 1TB SSHD, GeForce GTX 1060 6GB, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/59,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.456823,$1799,3
